final_word_corpus,satisfied
game runs great galaxy run maxed graphics max frames weird_smile galaxy locked low graphics medium frames 🤔 even tho graphics look decent low worth could least put graphics medium,1
wrong game uptil going smooth… recent update continuously facing error saying download configuration failed connect phone internet,0
game keeps crashing time first beginning every match every two min please tell issue fixed frustrating started nowhere,0
unfortunately lags fixed everything except use smaller sidearms fixed rating sides need fixing sacrifice agility curb lag another fail says captain obvious case,1
hate fact log game tried literally everything fix please activision fix cod mobile love game want enjoy happened update,1
mobile game pc game placed someone pc im getting shot walls cross map snipped pc players mobile players see cross map even settings tweaked high performance game great alot hackers pc players though,0
worst customer support bought cod points get contacted helpline demanded bunch proofs provided everything replied back days expect game renowned one,0
im unable login via facebook account great game missed seasons changed rating cant go lower rban star emailed contact details still reply type service one receive n big company 🤔 terrible service shocking,0
hi codm favorite game game play urge please add sniper challenge mode regular gameplay battle royale happens favourite unbearable wait months gameplay expires humble request please consider waiting positive response,1
fix lagging issue honest frame drop match even play lag affecting matching lose interest problem everyone problem cuz one activion cares game worst events interest spend money like spent premium games better experience call duty trash mobiel edition,0
nice one game offline mode play player fun network range improvement required particular section warm regards,1
download charector skins shows defauld bot skin harder understand enemy bot real player br mp letest update lot sound bugs example use rpd first shooting sound good go shoot bullets sound completely ruined game l love game lot best mobile game issues really bad please fix problems,0
really great game one slight problem past days noticed increase amount hackers playing let multi player battle royal fire entire clip even flinch shots dead makes frustrated see please help getting rid hackers,1
like game fun playing problems though number one constant ping spike playing although wi fi gaming wi fi router g fiber cable number two frames drops every time play come gun fight frames drop tried playing low graphics still frames drop hope see problems gone next update,1
would say game perfect bad sides firstly game optimised long time dates tell us activision fix optimizing game suitable low devices therefore many players annoyed lags especially ranked match please support opinion likes,1
hi guys install support game game devs keep adding bots cheaters hackers making even worser even genuine playing game cod making us drive crazy addicted cheap thing verdict better choose game rather cod genuine game,0
like game use addict love game multiplayer mode game amazing excellent graphics request please reduce size game used take almost gb storage phone work budget phones hope accept request phone hanging much due play anymore,1
reason give stars stars multiplayer system actually quality free game shows ads watch ads game rewards great pvp great stars deserved,1
game really boring love playing gives usless maps like haceinda vacant terminal iceberg crash frequently love maps like standoff firing range hackney yard raid tunisia play friends lot like hrs day everyone interested playing gonna delete game,0
reason giving star beginning installed game run smoothly forced download hd texture pack see lags please solve issue dissapointed_face,1
like play call duty like years game still amazing first time see game like got good graphics good multiple players game love play call duty mobile j aime joue ceux jeux best best game someone wants play name blackroom thanks patient appreciate,1
unfortunately another download requires lots data perhaps cod could look possibility getting rid items customizations users use much frustrating much data needs open phone everytime update download even many photos apps one app takes much room,0
support give players whose account hacked horrible sending numerous messages say activision account hacked keep receiving messages saying unable help related game one team workers initially helped sent message saying issue related activision please sort support deleted gaming account years hacker plays account,0
basically better version pc console cod call duty options maps og maps different game modes really cool lot customization including gun fire hit animation control customizations include sensitivity change ads hipfire vertical horizontal also expect move around game buttons make bigger smaller depending comfort superb game excellent customizability quality overall feel,1
good try download maps wants boot game showed home screen new person app seriously needs fixed right away otherwise people like download game kick u bring u back home screen like download something like going kick u,0
love game fan cod awhile able play games awhile problem use evovr control controller advertised mobile device controller biggest issue storage space please add support controllers designed mobile devices happens maybe storage fix found perhaps stars given,1
still lags especially enemies around br awesome game btw edit taking much storage remember game used take gb storage taking around gb kindly something activision thank,1
game awesome also get guns like u release game end like new ak released coz love many afford play long get best guns camo much characters pls look,1
button close together game cool recently seems like every time play game extremely choppy like lagging frame rate super low,1
game one best games mobile gaming platform problem giving game stars problem ruins mood play game lag update issues update game lags unusually game lag game screen soon join game game starts lagging like crazy please fix issue soon possible devs pray pray pray pray pray pray,1
playing call duty since ages seeing people around started play people take operators like price others casually memories emotions cod mobile introduced mobile game operators people spend money crates make frustrating spend real money please make like one spin free make cod points earnable easily earnable please,1
almost pretty well made game apart fact mp matches map generator terrible game like maps downloaded see maps time starting get little old able get good shuffle maps already bad enough download everything every single season sad really kid ballin budget console hop instead,1
best game ever graphics controls nice feature like also modify control settings according gameplay,1
season could see different characters males look like special ops females look like outsider jungle sitting lobby waiting play everyone looks like characters game everyone looks like attack undead really messed deal zombies special ops outrider jungle way tell friend foe see see names fix please still working,0
game fun play could things could put like guns warzone put maps look warzone well like rebirth island game best,1
really fun get play call duty anywhere phone get play friends find new ones glitch every often totally worth recommend,1
really good game playing months last update screen always shows timeout dont know bugor glitch request activision fix problem,0
idk threw hundreds updates connection system connection ist gone get kicked match plus many weapons low damage need two magazines kill someone like,1
game constantly making progress always new weapons battle pass game always interesting alcatraz appear often,1
game flawless every way perfect thank team bringing platform keep good work hopefully upcoming call duty warzone improvement,1
best best recommend create new battle royale ground old one kinda boring getting used hence would like something new mesmerizing like rainforest brazil som ng africa need new battle royale ground,1
game best game sure big problem keeps disturbing loggin game time irritating one thing takes lots mbs gb update like litterally show exact amount frustating fix asap,0
beautiful game fantastic player movement realistic gun aim beautiful graphics recommend game anyone likes shooter type game game online played multiplayers mode zombie mode battle royal mode multiplayers many maps choose many game modes play solo duo squad zombie mode battle ryl shall find start easy get master rank player shall better harder kill,1
happened showing many kills made one cares rating replaced kills sucks battlefield mobile yet going check killed game political correctness want show kills even shooting supposed war go thru hard work want see good see rating count kills mind play woke makes go broke,0
game blurry mess big screen tablets like samsung tab tiger handle genshin impact high graphics resolution like pro codm android development team joke prob occur reconfig higher resolution devices larger screens disappointed people like pass game development,0
recommend game frustrating tons lag even new upper model g device takes massive memory space game low key cheats top allowing hackers run rampant top support non existing part probably could care less game ruined us consumers still buy like mindless zombies call duty game,0
ps controller work cod mobile quite annoying controllers issue every single one r stick work please update dualshock support ever need love game pretty good update updated game include controller using controller still work,1
amazing game activision game greatest store ever seen gunplay smooth could better afterall slightly mw vibe wish game little astheticaly pleasing mw know little animation tweaks appreciated also hud could little better apart tgis nothing really oh wierd bug like slides smooth doslides properly would becrouched,1
cod favourite time one take place game play free low spec devices goal take place rank leaderboard grand master rank take best decision life,1
super laggy new phone quit tried reconnect fix penalized leaving like sorry wanna spend whole match trying run corner map fix trash maybe quit,0
playing many years codm time rate game stars year started codm going season fantastic started season werst less started game lagging glishes game starts freezes many bugs heating issue good device redmi note gb ram gb storage handle much game size become till gb leaving codm forever 💔,0
game unnecessary download files work like high audio graphics downloaded fail show settings menu also skins show mp br matches paying meta gun effects total rip please fix asap rate higher,0
great game love playing issue needs fixed asap everytime go app redownload maps issue since first started playing game,1
crash much like im ranked match app crashes get damn lock rank xp stuff really annoying please fix app crashing whats point pentaly leaving purpose know wont win unfair oncreases,1
new update joke new multi player map bugged empty whole clip enemies take damage get shot takes bullets,0
initially experience great laterly became frustating continuous upgrades upgrade lagging problems secondly lot consumption device storage space,0
deleting game played several years spent lot money longer call duty mobile use controllers getting outrageously ridiculous guys cant play unless theyre using controllers go play xbox doucebags time find different game,0
game neat wish guys would fix match making ranked keep placed absolute trash teammates annoying always sweat carry team greasy fun,1
thanks activision team suggest passing upgrade example rifles final level player receive legendary gun gift team case number players increase every day thank sniper cheer,1
game cool match friends audio cuts sometimes said problems well pls fix also sends back home screen happens teammates well cheer cheer_face otherwise iove game,1
game shows new problem start game shown device connected network mobile connected wifi network please needful thanks,0
game addictive lucky draws expensive draw expensive please fix problem make draws less expensive players buy cp try luck draws low cost,1
must let us also fix health instead bullet proofs dying unnecessarily please allow us boost health run towards safe zone another thing please let us carry guns w pistol shot gun assault weapon sniper pretty cool shot use pistol shot gun knees fix self n move boring wait someone fix u u got everything,1
would better look game straighten trying play warfare game stopped responding like always whole phone hanged screen went black wonder people play anymore,0
looks like hackers getting banned little slow banning hackers start hope many get banned gets stars lag still much used wich gets star low graphics causing problems battle royale gives enemy players unfair upper hand shooting feet away cant even see vehicle suddenly lands shows nowhere near cant see coming,1
great game bren playing awhile problem tried long talked needing files something log saved progress would pretty much gone make new account,1
quite addictive graphics smooth post recent update game freezes every seconds often gets disconnected frustrating continue game uninstalled game love ge lest would removed please validate issue releasing world rating recent update change issues fixed new locations br introduced phases may gap days,1
swear crates rigged give crappiest loot first end spending since go price every opening complete rip note lot items available cannot earned without spending money better things waste money game ps crates duplicates screw stupid game nothing gambling,0
find absurd ultra play maximum graphics maximum frame rate ultra play maximum graphics high frame rate really brings experience would like fixed near future ultra exynos,1
like game enjoy playing problem update occurs time download inlay stuff like weapons maps etc date update everything update gb think done update large wont let play secundary update update everything would give star,1
update ranking reset update update waiting long match start banned abandoning long start championship fraud couldnt make team instructions sucked heavy updates often data waste,0
constantly get kicked freezes middle match resulting killed happens battle royal mode using note issue fixed,1
great game improved lot need little fixes like persistence balance game little laggy server kinda laggy please nice guys add swarm also credit shop please make sure fix problems edit review give stars thank codm,1
good gunplay fun things pay needed somewhat competent device lag problem complaint mx kilo nerfed,1
love playing cod busy work schedule able take cod mobile road awesome overall great weapons great maps multiple maps br great job guys,1
game runs good rare excellent wifi getting frequent game lags hardcore especially bigger matches advertisements getting ridiculous like asking pay everytime open game sadly game turned pay play rich kids buy alll unlocks rest us disanvantage get started bots bs money grab,0
game time passer low level fighting high levels guns upgraded enough defend unload whole clip close quarters shoot couple times dead expect fight levels mvp mp games last man standing br games unless kill helicopter trying land getting passenger seat elite lvl fighting levels awesome game phone,1
really fantstic game still playing game lst update season game became slow shivering time even high spec phones facing issue total size game gb big thats getting slow time pleade necessary things,1
game awesome takes much space phone large internal memory continually update season,1
nice game playing game since years love high shooting game also require constant internet experience nice make call duty id whenever download game simply log call duty id done old id comes back many many guns ranked match option increase rank pro experience good,1
amazing mobile game almost like playing xbox thing dont like makes delete apps use daily updates could fix add new guns maps game would,1
game starting takes main screen logs facebook says time restarts hour annoying cause missing stupid tournament want play play within time period,0
annoying feature downloads updates evey hours starting game specially first week new major updates takes minutes load home page want download updates start anymore mean hell mobile game load fast player play quickly,0
ok originally good new update really getting nerves anytime gets stop say timeout log back sometimes log back works times keep saying time soooooo please fix,1
love game lately freezing gun loading cant move pls stop updating fix bugs know happening lot people even play battle royal love please fix,0
rank system needs looked im pro division unable find match disappointed ranks higher find matches,1
game eats whole space gb phone desperately needs optimisation hope deaf devs someday gamers choose migrate another game kind kind attached game lately dying seem take situation seriously enough,0
love game looks plays good better console counterpart battle royal great bonus along extra operators play great job guys,1
gambling scam honestly love cod enjoyed game part literally put hundreds dollars couple years towards draw purchases never gotten showcased weapon second apex legends mobile goes live ill deleting game making switch least purchases cosmetic cod literally pay win things pubg good id play stuck scam game,0
playing game year every update weapons buffed nerf soon get use layout codm developer destroys mythic ak kill enemy ping ms waste money recommend spending money game anymore current season oden ground loot almost ground loot stonger expensive gun skins ridiculous,1
gave stars many times download update game play downloaded every single map weapon camo soldier days ago took minutes using wifi need download gb heck 🤦🤷,0
reinstalled game playing couple months takes gigs even though supposedly option saving game external drive still saves internal drive choose save sd card takes space internal external drives point new version overheats phone badly playing gigs free space phone strong signal still lags freezes issues game ruined,0
impressed never really thought would come back enjoy fps genre moba enthusiast past decade great game really well made one small criticism towards lack info settings much settings make question mark button somewhere explaining bit option select certain setting still absolutely stars,1
game magnificent awesome easy learn controls absolutely love graphics blow mind detailed everything battle royals stunning addicting play highly recommend play,1
facing latency issues game last update please help always issue every update game fails even start regardless connected wifi mobile data,0
enemy fire anywhere get hit bullet fastly hit enemy gun cannot die day game working badly phone phone specs gb ram rom gb working fast playing ranked game slows draw system bad somebody gets mythic gun one draw draw many time cannot get one draw unfair,0
game amazing got problem showing recourse downloading failed saying connect network snd restart game know bcz place speed internet good connected network obviously awkward,1
installed game took almost hour logged activision account info played one round got lot kills killed times match clicked open chest message popped saying banned looks like day know banned since banned log back find guess game waste time play something else,0
im facing issues playing game past days airtel fiber continuesly im getting messege download configuration failed make sure device connected network restart game,0
ok play game lot one time logged forgotten password tried looking google phone nowhere found tried reset password using email send apparently already reset password explain devs email reset password work im locked account sure hell aint starting edit sorry rant figured,1
reallyove game favorite game believe seasons little longer least half month way level level playing every single day could something would nice,1
game excellent best fps game played grafics insane one best thing play private room friends time totally free battale pass offeres nice also need tell lucky draws phone gb ram gb rom game laggy chopy still playing game way thank much activision giving us insane game hope improve game smiling_face smiling_face smiling_face smiling_face,1
overall best app phone 🚫🧢❗i think guns ps xbox mobile game well 😕 also believe crates expensive get things advertised make seem like draw new characters custom guns reality spend least get something like game really cool cool_face,1
keeps going home page gets start playing looks like want start go home page right went home page like times please give suggestion game,0
gameplay good number updates much like every time start game update annoying amount time spend updating way spent playing,1
game cheats mention bots one connection going unranked ranked like night day sudden constant lag ranked mode,0
playing game several years recently trying go completion camos one problem takes long time get camos understand grind feel like would better could get something like diamond camo faster,1
great game playing call duty since th grade years ago always great experience xbox phone definitely surprised enjoyable play phone obviously still absolutely amazing good job happy gaming,1
first want say game pretty good way developers introduce gameplay experiences great negative part game full bugs dont think team working behind optimising game next main problem players full hackers cant even play bullshitt hackers please kindly make response problems,1
updated review everything working great favorite mobile game market great job game devs happy creating great game bad thing game play hours end almost every single day lol great game best fps download go team,1
game amazing honest love think add skins players around world like using skins another player either create skins let us create think also good idea buy clothing specific player think tournaments especially including winning items money,1
honest opinion want honesty give fun game recommend die hard type player prepared pay cool weapon skins get started mythics said speak subjects present time mythics probably orange special weapon skins kill effects way knocking title play regularly,1
began playing first day love love game gb storage samsung tab sd card gb loaded everything possible sd got rid everything except codm cannot update room suggestions,1
like game playing giving stars played game become apparent either ton cheating going people using controllers phone play game phone getting ridiculous hard gotten,0
recent update game unable play asked login option selected facebook starting game restarts wait login go another option like guest data erased plss help problem infact uninstalled game downloaded problem remains stated playing cod teenager know reason unable play,1
guys killing us size app nothing else delete phone justify updates size app needs revised people going start deleting app cheers activision either way,1
playing game years since beginning going let tell game good player best good stupid game handicap good better average pairs bots worse people afk yes mean people stand basically help even major problem continue play addict wish stupid game could fix problem,0
new update gitten worse one removal missions battle pass grind thing payed many matches per day worst idea ever remove battle pass mission,0
game crashed deleted account lost progress fault uninstall log restarted account stay away engagement optimized matchmaker designed manipulate winrate make pay play,0
honest review started game year came enjoyed much played properly mid ranger since last year graphics maps changed changes require graphical power phone unfortunately handle anymore makes came mostly unplayable figure lower graphics power required play game others would really appreciate,0
since last update game system improved lot especially connection issue however still tough high end phones needs real optimization,1
love game reason give star rating becausei unable login facebook google account installing game phone ongoing issue many users long time progress lost get saved progress start game,0
best game play store think bluetooth compatibility xbox ps controllers make solid gold stars keep good work smiling_face fall game got spend dollars pull legendary weapons though,1
great fan cod series cod really great game insane graphics present time fun creators hating multi player ranked mode scoretreaks lack meta gun developers please listen want people hate codm things please remove scoretreaks perks opreater skill ranked match meele one shot makes players angry nerf meele divide two games br another mp,1
game mechanics everything fine please increase red colour enemies barely visible mid range long range,1
glad finally brought mobile hope bring maps love able play old maps update loved playing game unplayable assume servers cant handle players,1
u guys bring back original zombies used please like true zombie mode u run loops boarding windows hitting mystery box plllleeeaaassseee want classic zombies back new zombies garbage say garbage mean scumbag garbage theres nothing like classic zombies update game pinging alot like days sometimes ill get like ping br matches ping usually healthy please fix,1
game fun unless put alot money game good also recently game glitching alot seems constant problems,0
great game download guns operators maps camos time upgrade pure wickedness game consumes much space,0
favorite game mobile got excited see although still like style loadout option like warzone call duty modern warfare also like battlepass thats ble wmy mind really excited buy found dont give free cod points battlepass like warzone huge let least skins game thank lot,1
controls smooth unique easy use graphics pretty good weapons bit overpowered mostly balanced right think snipers needed suggestion would barrett think would make good addition game would say worth download however take alot storage,1
two issues game played wifi without starting trouble game started mobile data showing check network connection error mic operation us working occasionally hope get solution soon possible,0
love experience every update redownload maps resources impressed consumes lot data us wifi,1
everything good graphic good laggy ahve good wifi restarted dthe whole game lost half years games guns achievements friends whatever game pretty good game,1
wish could give game star rating favorite game world championship tournament event come play mp rank match gameloop emulator please fix problem soon possible give game star rating right play emulator put game emulator either fix problem mp rank match matching problem remove game emulator,0
weapon mastery gets stuck diamond level reached necessary requirements pro level ranked matches find game bug one dev team seem care also wrote initial review banned game without curtesy explanation,0
please spend little time gameplay phone supports p resolution whenever go onto call duty says using low graphics quality even though downloaded hd resources graphics pack also says use medium frame rate even though phone fps supported p also go k idea still says video resolution cannot go low,1
im sorry thi games physics mental jump vehicle die get hit vehicle live sent flying worst shoot someone tank shell takes two hits kill someone idiotic thing possible things game fun passed dumb things makes modes crazy annoying play saying need fix ill raise star rating star u deserve,0
game constantly keeps kicking battle royale right engagement kicks completely game high rank like kept kicking ranked keep loosing rank points game keeps kicking around pissed enjoyed game experience sucks play till issue fixed,0
hard get ranked matches using ps controller takes minutes sometimes never hardly lag play group,1
game amazing lots different weapons things equip also pick different maps play friends game amazing,1
love game reminds lot back day playing cod friends consoles thing wish would bring game task tracker check current task progress match,1
game definitely best fps game mobile nowadays game become irritating due guns like na persistence overpowered melee weapons toxic players also game lags respawn matches much due persistence scorestreaks gets spammed second half game game lags drastically unplayable please remove persistence make used hardline,1
good game devs perfection one humble request please add feature set hud opacity instead give realistic vibe game remember one thing whatever games come never gonna quit codm smiling_face,1
paying customer fairly upset go one match without app force closing matter battle royale multiplayer every single time srart match clutchest moments game force closes results xp deducted nice ban ranked matches bit great game considering mobile platform extremely buggy laggy,0
people always find something complain comes gaming single complaint graphics amazing weapons operators game modes someone especially since also br get bored multiplayer honestly amazing app problems might suggest upgrading device hit single bug glitch game amazing,1
kinda bad maybe type device codm trash thing feels like taking lot space phone fix another problem go load playing something always turns black sends back home screen freezes phone really happy actvion would fix problem game play good,1
game excellent problems game pretty laggy phone know ever since downloaded recent update problems mic sometimes turn hear team talk times perfectly fine tried get cod friends give discord info talk hardly anyone play checks dms overall great game,1
want play wait ten minutes load new features feels like everytime quick minutes waste spent loading games update actually stopped bothered waiting 😕,0
keeps mind going relaxed especially coming new strategies trying better next love play hours day night one thing dnt like spend money level,1
well gotta say best games best one played far great game get along low end device well th good know many people good devices days low end device expect laging freezing press download button buddy🗿,1
love game hope u guys run game better low end people get frame drops lag also hope u guys reduce storage amount low end sometimes hard download new update overall great game hope next update size low updates play well frame drops ping spikes stuff love codm keep good work,1
love officially premier fps mobile hands could think way make cod fun mobile platform everything could want mobile cod perks leveling variety weapons loadouts ticks every box edit still p f stupid adds muted f right wiv sht,1
since last absence game improved slightly however tried draw exclusive gun rip still gun waste money rip game recently experiencing lot hacked players easy report nothing appears getting done,0
whats wrong game cant login happened many times uninstalled installed play game like days cant login repeated like times disappointed size like gb si meant reinstall,0
updating game working showing like download configuration failed make sure device connected network restart game happening device network good happening 😠😠,0
thank guys amazing experience great game amazing graphic quality flaws like taking much time load takes alot storage please see amount storage game alone takes thanks,1
last update completely nuked game every time try log get timeout message try like times finally get super inconveniencing,0
playing game since may favourite mobile game ever since pains say game become unbearably toxic unlike previous times cod devs absolutely nothing full teams spam persistence scorestreaks anything melee abusers snd game fun anymore wish would actually listen community already looking alternatives friends,0
love game play time fact update almost every two months tiring would love prefer developers work towards game update rather always updating play store spending please activision timi studio tencent games please work towards game development,1
seen bad games crosses limits bad worst graphics worst gameplay end number glitches list goes creators reading please fix,0
started great everything else many elitist fools cheats like aim bot spend money get anywhere way someone sniper rifle faster someone drawn pistol close range stupid costumes running around joker costume looking like tourist hawaii really get grip gods sake rapidly becoming boring real shame noticing lot cheats,0
time game improved lot yes minor issues like big size update size large game presents players modes features along beautiful graphics person play mobile game far far better multi player games platform love guys game love,1
every time download update exhaust double estimated file size reaches hangs starts beginning please fix annoying,0
newcomer want play huge game follow steps need gb internet complete download game updating need gb internet every month useage important need phone gb ram good rom storage like gb upto tb phone play game nice perfectly call duty mobile popular india,0
unplayable due lag sync since recent update playing since codm launch reinstalled many times confirmed cod issue games run fine game load speed become lot slower time start game high go multiple prompts ads game go multiple screens play next game annoying responsiveness slow hope game gets simpler play less bloated game size quite large gb well,0
please make game light work properly devices one plus device gb ram game crossing gb rent front us game lagging freeze seconds,0
nd time game load lose game data annoying get good rating going hope someone fix,0
doubt game awesome graphics like realistic codm quite addictive also personally like ranked game mode updates also fantastic update size large disappoints every time,1
playing game long time game impressed lot graphics controls much better games many game modes play many times game gets readm codes buy game expensive things without real money recomdation game best game,1
best game ever made history mobile games seriously game every thing imagine devs codm gives us lot stuff every month new maps new guns new battle pass character skins new gun skins new settings lot really impressed game every mobile game stuff guys legends,1
im enjoy wasnt tryhards hackers bots im getting alot bullet invailds miss people point blank range like im dlq quick scoper want shot hit point blank range go narnia seeking equal players isnt fair either bot tryhard lobby ranked went therapy twice codm fix point blank narnia bullets,1
need african server compete players ping stuck ping fair every gamer also fix lag game world championship cause selected countries allowed progress stage called favoritism championship instead,0
playing game since never depress sometimes fps drop using equipments sucks good game good graphics entertaining one hackers needed kept away perfect game,1
gameplay good lot errors like even connected good wifi connections always giving downloading errors game even start please fix otherwise benefit good game even start giving kind error,0
best multiplayer fps mobile period also trying get ak timepiece seasonal event count smg kills past needed regardless smg use played matches different smgs still budged << kills per match average>> please fix lol,1
good game bad choices first ranked filled players using persistence hard win also much lag pay win second prizes world championship bad epic skins look like rare skins also many players using meta weapons,1
great game except everytime attempt purchase cod points constantly get billing service unavailable device changed sudden believe tried everything,1
update disappointed tournament played stuck team want play tournament screwed hard work went get stage able play tournament think tournament removed unfair millions players play active team,0
decrease size game seems gb ram phone taken game seems fixed shoots goes somewhere else,0
man game fun id give stars get cool skins u pay big random draws random game gives u trash forces u spend get good rewards skins cost u allow u random draw play store part game hate cool,1
daily lucky draw free rewards crates seriously rigged include cool items repeatedly get stuff duplicate items please fix asap would great google play account integration hoping see new maps battle royale cross platform gaming soon please include night mode maps asap br mp weapons enough ammo like rocket launchers crossbow etc request implement changes asap,1
huge disadvantages every update lag way thru map pay play guy zig zags around sliding hip firing accuracy unplayable without controller paid upgraded guns older version better,0
joke game full bots come game hole team running circles end trying play vs five lose loads points people cheats kill u anywhere game good thing graphics war game dogs lose points vs unfair seriously sort sort game recommend friends play,0
settings game say ps controller supported went bought ps controller ps controller suppoerted purchased ps controller ps controller works fine update game support new anybody uses controller join ranked matched,0
hi tried login game able get profile lvl game started level guest login allowing login google login current account using till yesterday night kindly look matter earliest response thanks ryan,0
game awsome like playing fun qalified champions times multiplayer legendary battle royal times multiplayer much maps could choose play battle royal starts game count look map see want go check awsome game fun call duty mobile cod made loko instagram loko_izzy_vm,1
recent updates disappointment controller bluetooth connectivity worse bots literal waste time especially search destroy slide jumping across map away objective gameplay bots point feeders frontline tdm kill cams see aiming directly opponent bullets nerf wound random draws sadly biased backpacks flashbangs game suffers capitalist greed,0
last update broken controller support played ps controller long time update use left right stick buttons works please fix asap,0
amazing game graphics spot customization amazing thing keeping giving star guns way overpowered amazing spectacular game,1
game controls legit game modes map play best seen mobile app one issue play ranked match get booted allowing play several minutes,1
great fun since beginning witnessed evolving stunning mobile game yet rivaled present comes gb make sure space device give try prepare wowed,1
absolutely love game graphics plays smooth great sound please update game give us lobby higher ranked players grand masters higher ranks take us hour find dang ranked match,1
best shooting game realistic graphic physics something space management every new update means plus gb good,1
app taking fb login wifi mobile data network throwing error message tried reinstalling game every time network error message tried different wifi networks well mobile data network issue fix asap,0
favorite game compared games x better games mistake takes much space low end mobiles download like takes gb space mobile given stars,1
still best fps game mobile seasons get lazier lazier port guns console games slap basic cheap weapon skins grind plus game like gigabytes ridiculous moving cloud gaming,1
trying update app playstore days work download install consuming data money reset phone thinking oho e still make download available elsewhere face problems likethiswe refer sources,0
enjoying game cant play console im sure game kicking completely like shuts im homescreen phone worse im rank match leaving match gets penalty points taken rank may please fix ridiculous like im point removing since cant enjoy,0
ok game good really like level since yesterday get game well tried logging email multiple times says email password invalid sure logging right email password seems like game played disappeared happy,1
great game playing since actually came first occasional breakes however still things developers could mainly like making able rename clan bug persisting ages best luck,1
enjoyed game lot game much like csgo valorant stuff recommendation request add feature click reload button gun full would weapon inspection,1
changed review fantastic gives military vibe problem like login errors much size needed maps game update hd quality update skin download plz reduce little bit surpass pubg time,1
put permanent option play control plays looking game full cheating controller players nothing thumbs glass game level getting points serious problem job get rid people,0
well made game simple controls console level next gen graphics hoping battle get graphics multiplayer outside enjoyable entertaining experience worth even trying deserves stars number best mobile shooter game includes featured graphics gameplay details along customizable controls bad side game takes much storage space example downloading skins maps hope consider suggestion fix,1
loyal player game playing oneplus rt issues try open gave error download failed etc uninstalled game installed issue download game network issue open game kind update guys providing us unable open need senior intervention solve issue asap,0
game garbage seems device capable keeping app running app keeps crashing everytime update app problems running right matter much complain nothing gets done problems recommend one download game definitely purchase anything,0
use ps controllers anymore makes sense literally used play day understand ou need change something broken uninstalling finding something else play thanks activision retards,0
aye great game one small problem graphics stuck low downloaded hd graphics alas graphics still resemble doom love god guns games tell fix,1
love game awesome cool lot guns best game ever become swetty game since last time updated thing really bad skill base match making like instance grandmaster get thrown legendary lobys really sucks activision pls correct,1
good want log back facebook saved progress e g high level guns click sign facebook gives authorisation error plz fix dont want everything lost,1
tried many mobile shooter games none compete codm many games would glitches gravity unrealistic graphics example games car would bump high place hard reach start teleporting find surface codm every place made realistic rules science unpassable walls exc,1
one cartridges head enough another enough damage regrow thank course optimization nothing changed registration damage internet normal smartphone normal game remained,0
need help please galaxy note system update android game gives white screen closes matches tons n tons memory left something compatible update go game play please let know fix issue thank update fixed,1
love game good see developer constantly trying bring something new every season great activision starts collaboration events crossover super fun play,1
playing game ever since launched awesome graphics much like real life feature one problem pay money able get cp points like event able get cp like v fight something like happens become stars,1
everyone misses old zombies great could bring back instead siege gameplay everything else great though get bring back original zombies,1
graphics looks even better pubg🔥 started loving feeling_loved game many guns favourite gun type best feature game scope shooting maps awesome nice 🤩 would like give five stars star star star star star best game world🌍,1
overall game great controls gameplay fun well developed amount customization huge graphics pretty good tons cool maps skins several fun modes problems hackers people pw everywhere smurfs every single game fun play anymore amazing game dont play keyboard mouse nearly impossible win,0
cool game play recent updates giving hell keeps crashing lagging updates insane update every days every update game becomes worse,1
good game play really really dude need unlock graphics kids make name high quality takes everyday things game crashing crashing okay going say every time go phone across class times access life fix problem playing game want want play console instead fix lazy id,0
best stress buster game ever come across would someday like ps version game play big screen well really great graphics controls,1
worst game ever pay win game paid skin gun paid character pretty much invincible spend thousands cod points buy gun lucky draw things like charms calling card stickers etc pretty much useless cares tiny charm made shooting enemy legendary mythic guns cheats zero recoil six attachment already red dot sight attached,0
played various phones iphone samsung lg never disappoints minor bugs crashes nothing bad honestly mobile game competes actual ps xbox pc games humble opinion ☆ small occasional crashes times takes ever find match,1
game best best graphics low settings also ping problem occured get best fps game frame drop occur best thing hackers played many matches still playing hackers occured till think future also hacker occur,0
